,Ratings,Full_review
10614,5,Nice
10615,4,"Feed Up with the quality of display,to much poor quality taking images then it shows blur just poor quality other performances are good.."
10616,5,Good
10617,5,Exllent
10618,5,Good
10619,5,Very good product and good service
10620,5,Very nice
10621,4,Bad sarvice charging problem
10622,4,poor quality product..poor service provied by flipkart.
10623,3,Not too good but good
10624,4,To good
10625,5,Moto
10626,5,Good mobile
10627,5,Overall good
10628,5,"Camera only 12 MP recommend,"
10629,5,It's only 2 months and the phones display is having ghost touch issue. Could not pick or answer calls
10630,4,Hi my mobile is properly not warking same time voice not coming
10631,4,as you start the phone you will get a update and it improves the performance and the camera quality.
10632,1,very bad
10633,5,Best phone ever in the budget segment....just go for it....highly recommended for daily use..... battery backup is just awesome and phone works very well thanks flipkart for on time delivery 🚚.
10634,5,Love moto
10635,4,Worth it
10636,5,Very bad
10637,5,Value for money
10638,1,"Nice product Mo features like ram usage details, running app details etc."
10639,1,Good
10640,3,Best product value of money
10641,4,Best mobile in this prize
10642,5,Awesome product thanks to flipkart
10643,4,Best mobile....with nice build quality
10644,4,Oky
10645,5,Value for money from a permier brand
10646,2,Phone is nice but if we compare to motorola one power its performance camera and battery backup are low but as battery is same I can't under stand this phone dies fast as compared to one power but the phone is nice
10647,3,Good product and thak you flipkart.
10648,2,awesome
10649,1,Just awesome
10650,5,Some times hanging
10651,5,Wow Product
10652,5,Good in range
10653,2,Worth for money
10654,4,Excellent
10655,4,Rear camera is good Front camera is not good Display - not good Battery -superb Charging- very good Connectivity- average Functions - need to be more functional Overall performance- average Value for money
10656,5,Excellent
10657,5,Good
10658,5,great Flipkart service original product deliver best must buy this phone thanks 😊 Flipkart
10659,5,Good working and worth for money
10660,5,"Charger is to bad, whithin one month it's working to slow and require 6-7 hr for 100% charging Alto it's bad in calling..there is always network issue during call"
10661,5,Good Phone. Value for Money!!
10662,4,Superb.. Battery backup 👌👌
10663,4,Very nice phone
10664,5,Good
10665,5,Nice
10666,5,I love moto
10667,3,Good
10668,5,Great purchase
10669,4,Awesome
10670,5,"Difficult to catch network, need to be close to the window while on call. Other features are okay."
10671,5,Phone is good
10672,3,Fully Satisfied
10673,4,Great Product in Budget segment
10674,4,nice phone..
10675,5,Every thing good except display.
10676,4,A smart features mobil phone
10677,1,Very nice
10678,4,Good Mobile. Value for Money.
10679,5,Ossum product...it's very sleek nd very stylish and cool phone
10680,5,wrost mobile
10681,5,Wonderful mobile in low budget 🤩🤩🤩🤩 Iam impressed with the mobile All apps are supported !!!!!!!
10682,5,Just Good....if looking average feature in Mobile
10683,5,Nice mobile and best velue money in mobile and no complaint
10684,5,Very worest mobile
10685,5,Excellent
10686,5,No recommend for 4G network It's just 4gLTE recommend only So download speed is very slow It's very bad
10687,2,"very good, best with the specifications"
10688,5,Fast proformance
10689,5,everything is ok ok except cemera
10690,4,Good
10691,5,Good product
10692,5,Good Phone
10693,3,I have got a new last month and it is not charging properly. It has a Liquid damage in that and company is not ready is get it repaired under their 1 year warranty. If we have insurance over that smartphone then the insurance company will only repair that. Otherwise we have to get it done ourselves.
10694,3,Excelent camera...🤩🤗 battery is good...😌 Value for money...🤑 Motorola always best...🤝
10695,4,"im one of the Regular, Moto Phone user, This Phone is looking good and good configuration, But the battery 5000Mah not up to the mark, i think its the better option below 10k,"
10696,5,Awesome products at this price
10697,1,Great budget smartphone.. I am too happy :)
10698,5,There is no Recorder option in that
10699,5,Touch
10700,5,Display looks dull other than that it is good one
10701,1,Best mobile in this segment battery backup is very good
10702,5,"Brightness is low to compare to other mobile devices. No indication light, phone hangs sometimes,"
10703,1,Excellent product
10704,5,Value for money....
10705,5,Nice products
10706,4,Great budget phone Moto Economy series at its best
10707,5,I bought this for my father. He is really happy to have this phone. I have been using moto from years and its very reliable and good phone thats why i choose this brand. As per phone concern did not heard any issues as of now. I am editing this review after using the phone personally. Phone is really value for money. Pros: Camera is good Build quality is good Stock andriod experience Screen clarity
10708,5,Super
10709,5,Very good
10710,2,Superb
10711,4,Very very bad performance of this phone. Camera is very bad. It is not 48mp for sure.Battery back is not nice. This phone is not worth buying.
10712,4,Very good
10713,5,Excellent phone
10714,5,Thank you nice service
10715,4,Very good
10716,4,It's best phone in this range.
10717,3,Nice phone but camera is poor
10718,5,"very good phone. camera good not superb battery superb, overall very good better than samsung m11."
10719,3,Great basic phone. For someone who dont have lot to do.
10720,5,Its a good look but have no longer battery backup
10721,5,Super
10722,3,good
10723,4,Nice products
10724,5,Charging problem with in 2 months
10725,5,Very bad product..network not good
10726,5,Bad experience...
10727,5,Amazing interface. Classic.
10728,1,great
10729,5,One hand operation is not responsive. Stock Android is good and huge savings on space. Hybrid SIM slot is strange in the age of two connection norm. Camera is ordinary and not much of difference in night mode. Can't expect more at such sub10k mobile
10730,5,Good product in this price range
10731,5,Good mobile
10732,5,Good product
10733,5,Good product
10734,5,I brought it for my dad n he is satisfied after using it.
10735,5,"Camera quality is worst waste for money. Loudspeaker problem, many app doesnt support.... downloding speed slow. unsatisfaction Flipkart services."
10736,5,Product is excellent.original brand thank you flipkart
10737,4,Ok
10738,5,Good phone
10739,4,Good for money 💰
10740,5,Good Motorola E7 Plus cemra quality front camera 8mp back camera 48 mp very very good
10741,1,Worist money phone
10742,1,Brightness is too low compared to MI and other phones. Front camera resolution and quality is very very poor and indore camera also not good. It is just basic phone. It's not impressed at all.
10743,1,Very good mobile in this rate
10744,5,Worth for money ..
10745,5,Very nice product
10746,4,Call recorder making announcement before recording is a problem
10747,5,Phone is nice we have normal usage of calls vedios surging special educational purposes and business purposes like what's app msg and news reading phone is smooth in usage camera is low in quality against other Samsung or Chinese phone but performance wise phone is smooth nice over all its good deal even phone built quality is classic
10748,5,Very nice product
10749,5,Super
10750,4,Excellent phone ...I just the love shopping from flipkart because it always delivers me all the original products
10751,4,Vera level amazing experience with moto e7+
10752,1,Good
10753,5,Its a okay Good product!
10754,5,Nice phone in this price
10755,5,Speaker not working from 7th day of purchase
10756,5,Better than realme phones
10757,5,Good
10758,1,Camera not like 48 megapixel it is like 5 megapixel Screen big but video quality not up to mark.
10759,3,"Very good product ,,,,.....it is fantastic"
10760,5,Nice Product I am very happy
10761,5,"Display quality is below average , battery performance is exceptional"
10762,5,Good mobile
10763,3,Good phone
10764,5,Very nice Moto mobile
10765,5,Osm
10766,5,Excellent
10767,5,"Problem with Finger print unlock, and fac unlock, Finger print unlock sometimes delayed, otherwise all other things are ok and fine.This is the third motorola I AM having, As far as charging is concerned, it is very fast, 90 mts 100% charging, , long screen shot is very nice, satisfied with the product. Flip cart service, is nice, prompt .thank you flipcart."
10768,5,Nice phone.
10769,5,It's started hanging or battery 🔋 drainage quickly which not be happen. Totally waste of money. I'll not refer anyone to buy this mobile
